DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,TransDSI,TransDSIwoSSN,TransDSIwoCT,RF,XGBoost,SVM,KNN,LR
Q93008,O95835,1,6.392,1.36,0.9272381663322448,0.6423760652542114,0.6888936161994934,0.4807725211522844,0.5130542516708374,0.5,0.4556645028018423,0.8799532214110375
Q92995,Q02218,1,10.8976,5.56,0.752532958984375,0.9456883072853088,0.3270773887634277,0.4940336122825987,0.5105263590812683,0.580495336667546,0.5171597520767183,0.9714329284965695
O94782,O75385,1,7.8752,4.28,0.9602819085121156,0.773012638092041,0.5543409585952759,0.5563921228886288,0.5035944581031799,0.2570500826882168,0.547615249348247,0.9846255169899848
Q93008,Q9Y4H2,1,14.44608,6.566399999999999,0.9806601405143738,0.5723985433578491,0.7011781334877014,0.5807751871580027,0.5097139477729797,0.5849824855220586,0.5470903544094807,0.32574620664075843
A6NNY8,O95863,1,1.9536,1.32,0.9726036190986632,0.8699833154678345,0.664230465888977,0.659392902698668,0.523906946182251,0.6262233615068075,0.7105989932429172,0.5057674433695962
Q9Y2K6,Q13546,1,24.539826,6.854699999999999,0.8430317640304565,0.8188902139663696,0.5549711585044861,0.7249052640831686,0.5097641348838806,0.6041179299618639,0.6106626287305211,0.8836276283971269
Q6GQQ9,P48431,1,1.73,1.0,0.8099132180213928,0.8854221105575562,0.5869907736778259,0.4907446729661664,0.5378913283348083,0.6179535699952,0.5454331844272875,0.786451656845279
Q01804,Q7Z434,1,4.8688,1.36,0.0432907789945602,0.1576080024242401,0.3917471170425415,0.4870862802647492,0.5020309090614319,0.3688275396935869,0.4508111289055659,0.26172333436128536
P54578,Q9H5J4,1,4.3143,2.19,0.9808700680732728,0.7703354358673096,0.6122052073478699,0.5737627427998755,0.523906946182251,0.6747749012241063,0.3754236095069571,0.8044737422208436
Q9Y4E8,Q04206,1,21.9064,7.88,0.989263951778412,0.9547489881515504,0.4958518743515014,0.5925783476816245,0.5020309090614319,0.5781552541810733,0.6243017516413075,0.96109370093084
P54578,O95786,1,37.804688,17.3416,0.9959749579429626,0.9525211453437804,0.651826798915863,0.708622713490945,0.5045055747032166,0.7618271336621129,0.7974731085000586,0.9283565196377315
Q14694,P37198,1,2.6268,1.32,0.4185807704925537,0.5367552638053894,0.6446628570556641,0.5685083961774897,0.4852740168571472,0.4507934954387345,0.6044284126228177,0.3517267504454157
Q8NB14,O60341,1,44.313088,24.0832,0.9784263968467712,0.9089017510414124,0.5920851826667786,0.519662739378494,0.5012379884719849,0.6113180352467197,0.5597497099311728,0.4535630405304025
Q13107,Q15382,1,3.9864,1.32,0.3622888922691345,0.3582761585712433,0.6597503423690796,0.3063176247032939,0.4591995179653168,0.5166387603892214,0.1623478929746671,0.5619604062412011
P45974,P35222,1,278.56074112,24.0832,0.9693631529808044,0.6213013529777527,0.7084834575653076,0.610635018101029,0.5121843218803406,0.446976493689464,0.6185792292469998,0.6674331342286305
P51784,O95863,1,1.9536,1.32,0.9604579210281372,0.680623471736908,0.662478506565094,0.6070407435516276,0.523906946182251,0.4017388642751494,0.5347174645691848,0.5153698884119139
Q70CQ2,Q9UKV5,1,6.0532,4.09,0.3682128190994262,0.3184412121772766,0.585597813129425,0.4756812639981818,0.4621154367923736,0.4504430236625427,0.4578439498455504,0.08851927701346407
Q14694,Q96DH6,1,4.28,4.28,0.0593100599944591,0.4350049793720245,0.4937930703163147,0.4311261522843229,0.4927656054496765,0.5733986255295149,0.5458248667334785,0.2402983193566866
Q9H0E7,Q15910,1,3.3744,2.28,0.8573850393295288,0.2098801285028457,0.5444461703300476,0.5068711433444597,0.4624487161636352,0.575537368628812,0.4689757636815467,0.5632098806263427
Q86UV5,Q04206,1,22.616064,11.7792,0.9887098670005798,0.8834183216094971,0.4904617071151733,0.5728728103277627,0.5020309090614319,0.5231877541666831,0.5360483628357736,0.9348575629689866
Q93009,P46937,1,18.254592,6.566399999999999,0.8067182302474976,0.7069417834281921,0.5420190095901489,0.6202714177296337,0.523906946182251,0.7332793437428728,0.393230621057719,0.7174500313326433
Q9UGI0,Q9P2Y5,1,3.6696,1.32,0.3099981546401977,0.7113053202629089,0.3451775908470154,0.4893994556749022,0.498763233423233,0.5401328875377344,0.3955920664583141,0.9170576225219401
Q93008,Q9Y4L5,1,2.6268,1.32,0.4917173683643341,0.361232578754425,0.5765289664268494,0.4487825432440797,0.4562408328056335,0.3841777671446086,0.1549095851420145,0.09607340633439342
O94966,Q01844,1,8.36352,3.8016,0.0446374863386154,0.4058734178543091,0.5541791319847107,0.4855679212064674,0.517412543296814,0.5,0.6234543772354413,0.2735330342959108
Q96FW1,Q9UPY5,1,9.3304,4.28,0.9949398040771484,0.476607471704483,0.4428882896900177,0.4897994874231511,0.501765787601471,0.5194280530982045,0.6048926881770642,0.2973572112297867
P46736,O60674,1,19.21128,2.28,0.8678447604179382,0.0638104975223541,0.5096598267555237,0.4363190219071646,0.4870750904083252,0.16431687289614,0.3706025669228103,0.20076084069919503
Q9BXU7,O95863,1,1.9536,1.32,0.9739667177200316,0.4589896202087402,0.6708368062973022,0.6237704598335825,0.523906946182251,0.4431744736459265,0.4314828547787672,0.29415613478880726
Q53GS9,O96017,1,7.748352,6.566399999999999,0.8539965152740479,0.5156214237213135,0.5488340854644775,0.4738875398830942,0.4999985694885254,0.4353368115620946,0.5380718709971919,0.5198584281763009
P45974,O43623,1,1.9536,1.32,0.9400516152381896,0.4138725996017456,0.6353920102119446,0.5631591561001896,0.5092187523841858,0.482089743638262,0.3339985630583277,0.3628696902236073
Q9UK80,Q08050,1,23.440608,11.7792,0.9873279929161072,0.9275097846984864,0.5910373330116272,0.5559053606193146,0.5121843814849854,0.5651093922228255,0.5422674138089519,0.9235054704246349
Q96RU2,P40763,1,11.789424,2.28,0.2711969316005707,0.9748224020004272,0.4889446496963501,0.5333439112020859,0.5028308033943176,0.8004063329349939,0.5488668418560785,0.9989992544852
Q96FW1,P22736,1,2.6268,1.32,0.97589510679245,0.982332170009613,0.6303220987319946,0.5426992967800952,0.498763233423233,0.6154298441654427,0.544364000203639,0.49014819495614226
P40818,Q9HCE0,1,10.117,3.35,0.932797908782959,0.9505560994148254,0.2915705442428589,0.6332235783699577,0.5112815499305725,0.55606296558613,0.768788729517017,0.9998975257097003
Q70CQ1,Q86WV6,1,48.7344,22.152,0.95569109916687,0.9521185159683228,0.6874112486839294,0.6626066122444837,0.5159202218055725,0.7169594165912058,0.6969094028759576,0.9242283652640046
Q9UPU5,O75385,1,7.8752,4.28,0.9632383584976196,0.8959431052207947,0.5655597448348999,0.547701097698256,0.5035944581031799,0.6475554223321032,0.5408113109373803,0.9361957751914443
Q93008,P47895,1,2.6268,1.32,0.1214808896183967,0.3456059992313385,0.5297914147377014,0.4158492777404824,0.4949063956737518,0.3704201166343355,0.3901270479898919,0.16101606508205418
Q96G74,P13010,1,3.58,1.0,0.0026330109685659,0.5912397503852844,0.2323400527238845,0.3698934597062545,0.4977563321590423,0.3467181097399576,0.4968061380964076,0.8057312023675665
Q70CQ1,P60484,1,66.951296,24.0832,0.9876788258552552,0.97514671087265,0.7980478405952454,0.6838646975060069,0.5190076231956482,0.7323079101624692,0.5808606575798353,0.9539367569170429
Q15040,Q07820,1,1.48,1.0,0.9967560172080994,0.8151906132698059,0.7888051271438599,0.5091852551002828,0.5067024827003479,0.5880742605657873,0.4640699027210884,0.9773025186454667
Q14694,Q13309,1,3.3744,2.28,0.3750611841678619,0.4192264080047607,0.5001369714736938,0.4615368706301195,0.5083256363868713,0.4382238786545689,0.6873469429684337,0.3074991388943598
Q9NQC7,Q15154,1,12.9256,4.28,0.9999014139175416,0.9576175212860109,0.8340157270431519,0.5478341377812841,0.5356782078742981,0.6256913228701225,0.8398444588372473,0.8287479057986533
Q93008,O00512,1,8.998,4.09,0.913558065891266,0.2183238416910171,0.4871764183044433,0.5676787359581158,0.5043125152587891,0.4772125488213266,0.5320876502583686,0.0959976527638025
Q93008,Q8WTU0,1,2.28,2.28,0.5672628879547119,0.2429182976484298,0.3738114833831787,0.4655708170839961,0.523906946182251,0.4084298399351017,0.4543039123028877,0.09574856530571395
Q9Y6I4,Q15022,1,4.3776,2.28,0.5758407115936279,0.0479350090026855,0.7478008270263672,0.4315967228245581,0.5097641348838806,0.1428748508496548,0.378385749029603,0.005427884694982501
P40818,P48431,1,23.440608,11.7792,0.7862728834152222,0.8042949438095093,0.5792926549911499,0.4521328020407625,0.5378913283348083,0.6027431041103403,0.0727377938278841,0.7563721680905067
P54252,Q13635,1,2.18,1.0,0.9780594110488892,0.7849442362785339,0.5952054858207703,0.5267800674069296,0.4875531792640686,0.6647559721089453,0.5310406031778355,0.29271577055747466
Q9Y6I4,O95863,1,1.9536,1.32,0.9793288707733154,0.7396771907806396,0.6754608154296875,0.649208990054768,0.523906946182251,0.5503858500935396,0.6967281333101155,0.584312242208226
P45974,P49411,1,8.2176,4.28,0.0596025995910167,0.1178666353225708,0.64748615026474,0.4186481248081451,0.4863953590393066,0.3471379219826997,0.3881797861399913,0.4744515575633887
Q93008,O14684,1,2.8776,1.32,0.1480667293071746,0.2248146086931228,0.2787472605705261,0.3793313527841451,0.5035542845726013,0.4246943898127805,0.2348965451510932,0.43204619418287105
O94782,P10914,1,4.5372,2.28,0.9637372493743896,0.9243884682655334,0.4299381673336029,0.5552593563995271,0.5184362530708313,0.7007099438193757,0.6293926562149366,0.9693300756348783
Q93008,O14641,1,37.225728,12.3264,0.9208001494407654,0.7570499777793884,0.6215991973876953,0.556120961068794,0.5045055747032166,0.5711946328106955,0.6977570527273105,0.8257382815411237
Q70CQ1,Q9HC16,1,1.32,1.32,0.1341065317392349,0.8890339732170105,0.3820857107639313,0.4754861949676023,0.4943227767944336,0.6027846102956086,0.5680065266013249,0.9953883805687499
Q9UPT9,Q9NZQ7,1,1.92,1.0,0.599051833152771,0.2933183908462524,0.4296903014183044,0.4032885836065624,0.4745286703109741,0.55054059000147,0.5380782770015693,0.3629963605557231
Q8TEY7,O60260,1,14.8467,4.09,0.9518038630485536,0.9246631860733032,0.5580918788909912,0.5541509362806001,0.5035542845726013,0.6835297980695904,0.5437599098000099,0.9732526590556747
Q9P275,Q15910,1,3.3744,2.28,0.922581136226654,0.2170092761516571,0.5315015912055969,0.5306296061933006,0.4624487161636352,0.4887501365653841,0.5176778796260905,0.4803678573242017
Q93009,Q16204,1,13.6604,9.23,0.2930969893932342,0.36226487159729,0.4100048542022705,0.4364079394298266,0.5097641348838806,0.4695887515123718,0.5377507345791513,0.5478071832773006
Q5VV17,Q07820,1,1.9536,1.32,0.9967122077941896,0.3050464987754822,0.8454176187515259,0.5058438955214867,0.5067024827003479,0.491837646689498,0.4267991589618905,0.5357451398153039
P54578,P14635,1,4.9704,2.28,0.9481766819953918,0.2133248299360275,0.7757550477981567,0.4929270817577166,0.4863953590393066,0.5659013829352469,0.3834888165226317,0.22480023904137622
Q9H0E7,P09467,1,1.9536,1.32,0.9858487844467164,0.4830916225910187,0.8490509390830994,0.5103124460712649,0.4974685907363891,0.6451764343356551,0.6707475800822565,0.7430790572067318
Q92560,P46531,1,40.47715584,3.8016,0.936519742012024,0.9956531524658204,0.4655672311782837,0.5994915508078977,0.5065020322799683,0.4667755396691509,0.615612412469274,0.9933937767346337
Q93008,P38398,1,71.4489984,6.566399999999999,0.9930683374404908,0.780129611492157,0.6081257462501526,0.5893192089510786,0.5356782078742981,0.4227052051911714,0.4718763464347983,0.9334161241283896
Q93009,P11474,1,39.20304,14.204,0.9261814951896667,0.3920812010765075,0.6263134479522705,0.3897401920168012,0.4863953590393066,0.4906608409987806,0.3952820062058805,0.4538338456668932
Q93009,O15169,1,55.3284864,6.566399999999999,0.8204020261764526,0.8569839596748352,0.5423066020011902,0.4611630354020091,0.5348120927810669,0.4919906270040189,0.225086272972125,0.5747725338980009
P51784,P62136,1,2.5344,1.32,0.1060919985175132,0.202004998922348,0.6792343258857727,0.4559756277564492,0.4912707507610321,0.419063654337054,0.53076093626481,0.2322117012477704
P54252,O43474,1,11.5666,1.0,0.9927102327346802,0.9684121608734132,0.557758092880249,0.5942601715696124,0.519183874130249,0.6946946108161771,0.3830394874943949,0.9429297625599632
P15374,Q08050,1,1.9536,1.32,0.992258846759796,0.9438114166259766,0.5923054814338684,0.5581695246299752,0.5121843814849854,0.7104147308091329,0.6473434915982917,0.9186244654079335
Q9Y6I4,Q13887,1,3.3744,2.28,0.9942566752433776,0.9654738306999208,0.5845158696174622,0.6106271333799624,0.523906946182251,0.7336740200136542,0.6098489233593866,0.9583577469256972
P54252,Q9BXW4,1,1.99,1.0,0.1814066171646118,0.3061225116252899,0.5055476427078247,0.3278129188794258,0.4726676046848297,0.4348012910676792,0.6144847416041521,0.4720656396022731
P54252,O95166,1,3.63,1.0,0.0573302991688251,0.2550979852676391,0.5174086689949036,0.3048965145388252,0.4730971753597259,0.3840368552673253,0.4922826687446672,0.16490974687755183
O00487,P62993,1,1.99,1.0,0.63762366771698,0.0732606053352356,0.5971294045448303,0.3684428482649974,0.5035542845726013,0.4231182730899436,0.474919164348199,0.23733618968009526
O00487,Q04771,1,7.722,1.32,0.9503859281539916,0.8747568130493164,0.6537782549858093,0.6066991458609503,0.5099693536758423,0.7527472601805193,0.7831669235828987,0.9354935893426379
Q93009,O15524,1,54.8262,9.23,0.6626759171485901,0.1200605258345604,0.7299740314483643,0.4749368137257914,0.5035542845726013,0.5490475690669019,0.4798622293672546,0.11735209555475591
Q14694,Q13485,1,14.44608,6.566399999999999,0.9521364569664,0.7302924990653992,0.6911304593086243,0.6700191691590156,0.5353509187698364,0.5343987959106482,0.6129986860132898,0.6736552676310421
P45974,Q92769,1,14.27904,9.648,0.7523018717765808,0.248994767665863,0.7377510070800781,0.4880342176231604,0.5043125152587891,0.3787313744156879,0.4401606365884107,0.22161541760840373
Q93009,P53350,1,73.367424,26.5824,0.892656683921814,0.377437949180603,0.5975424647331238,0.529373759262705,0.5146982669830322,0.5662341742092445,0.5336051990832242,0.35156756821101015
P54578,P12956,1,4.5372,2.28,0.9972038269042968,0.5876346230506897,0.7112407684326172,0.4642726829921673,0.5020309090614319,0.5847861255082811,0.4059234943172311,0.7325737191135403
Q14694,O43474,1,8.998,4.09,0.9898803234100342,0.9437401294708252,0.5790588855743408,0.6488917615459769,0.519183874130249,0.7591772524857088,0.6185362197057265,0.9064129130070813
Q9UPT9,Q16665,1,35.573184,11.7792,0.9497213959693908,0.9237800240516664,0.6409646272659302,0.6382450083764671,0.5389893054962158,0.7391293032585355,0.467627553535568,0.9154363973548174
Q93009,Q8NHW3,1,18.3677,9.23,0.9971381425857544,0.4267952144145965,0.6933550834655762,0.4298735166804541,0.5033612251281738,0.4741453064054492,0.2364224017032131,0.6855791834698491
Q93009,O75444,1,34.163922,9.23,0.998891055583954,0.7902156114578247,0.7168609499931335,0.4462422594435199,0.5097082257270813,0.6381029052411662,0.3883927815632041,0.9052809050192716
P35125,Q05586,1,8.287488,3.8016,0.9851531982421876,0.181515097618103,0.5623063445091248,0.5612770101802285,0.5105263590812683,0.5,0.5569766527554408,0.02766793473667152
P45974,P19544,1,4.958,3.35,0.8683032393455505,0.3429109156131744,0.4683069884777069,0.4744763119065001,0.5095711350440979,0.5820820955330354,0.4587074341072416,0.4144197949987267
P09936,P36897,1,19.21128,2.28,0.9894742369651794,0.9069963693618774,0.6228331923484802,0.6832061797158147,0.5146982669830322,0.6033105922348884,0.5634759275344163,0.7640645476262607
P09936,P36897,1,19.21128,2.28,0.9894742369651794,0.9069963693618774,0.6228331923484802,0.6832061797158147,0.5146982669830322,0.6033105922348884,0.5634759275344163,0.7640645476262607
Q8TEY7,P28562,1,32.553216,16.3584,0.9131383895874025,0.787403404712677,0.6127471327781677,0.5504883214243588,0.5159202218055725,0.640068480413234,0.5532675967628602,0.3626151316090791
Q9Y6I4,Q9HAW4,1,7.8752,4.28,0.99874085187912,0.6703632473945618,0.831329882144928,0.4323932483400684,0.4896029233932495,0.3346721041102575,0.6538701700260315,0.7385393065644887
P51784,O14497,1,6.3344,4.28,0.998305082321167,0.8612756729125977,0.5155636668205261,0.5095999111715039,0.5033437609672546,0.5182186366468465,0.7613536842090551,0.9962564057485636
Q96RU2,Q9HA47,1,1.32,1.32,0.7439094185829163,0.5308719277381897,0.353949636220932,0.4105407960885766,0.4917546212673187,0.602041742514933,0.423596404504914,0.3264710665982393
Q9UK80,P15407,1,1.9536,1.32,0.8993567228317261,0.92555433511734,0.4265401065349579,0.4719736397711973,0.481416255235672,0.6200263487445845,0.6292029679235145,0.9678321320101568
Q9Y4E8,P55212,1,1.99,1.0,0.8229357004165649,0.5996212959289551,0.6470384001731873,0.383641637561883,0.455862432718277,0.4205474694938034,0.5457323956605,0.6349084212475781
Q9H0E7,Q86WV6,1,48.7344,22.152,0.9512967467308044,0.8997111320495605,0.6772085428237915,0.6798161469763356,0.5159202218055725,0.7037388984883375,0.6161815736154128,0.8219869153291549
Q86T82,O95863,1,1.9536,1.32,0.9633405804634094,0.9167859554290771,0.6856558322906494,0.6518190868246875,0.523906946182251,0.5,0.6137363931826794,0.7811731572971269
Q14694,P43405,1,6.2928,2.28,0.7336775660514832,0.6149774789810181,0.5857388973236084,0.4580757505533309,0.4985962212085724,0.6842443258658878,0.5386188837077163,0.5178504637446262
A6NNY8,O95786,1,34.509784,17.3416,0.9935059547424316,0.9693382978439332,0.6281725764274597,0.6955651223698398,0.5045055747032166,0.6782838339499146,0.7168371724367557,0.9286425725684657
Q92995,Q8NEB9,1,3.6432,1.32,0.9506165981292723,0.4761187136173248,0.6412097215652466,0.467402079263804,0.5020309090614319,0.4223137559824258,0.6019529924300671,0.02145590491306679
Q93009,P23759,1,26.82144,9.648,0.4354780316352844,0.7876735925674438,0.540841817855835,0.5340532304164918,0.5157533884048462,0.6299351897718477,0.4596859669164704,0.818809637085728
Q9Y5T5,P62979,1,1.48,1.0,0.74622642993927,0.3221625983715057,0.5779294371604919,0.3588766005867658,0.4669432938098907,0.4674845046913883,0.5771843433124724,0.5775263732998382
P45974,Q9Y4K3,1,256.42346368,24.0832,0.9750629663467408,0.743147611618042,0.8005574941635132,0.8036136411667044,0.5221369862556458,0.5274502908496308,0.5184776356896431,0.8277842402316754
Q9H0E7,O15169,1,13.067136,6.566399999999999,0.8716603517532349,0.7716212868690491,0.5551537871360779,0.4131097937566352,0.534200131893158,0.641776999685389,0.3834773261117697,0.7298530756620898
Q9Y2K6,Q13501,1,11.021208,1.32,0.7393865585327148,0.2234973907470703,0.6132227182388306,0.4264080664247697,0.4959827065467834,0.4497624845919926,0.3899381887240847,0.21674131149265666
Q9UMW8,Q15672,1,39.341952,26.5824,0.9690227508544922,0.8641864061355591,0.5422963500022888,0.4719015257097891,0.4867855608463287,0.6690897612164652,0.7741699405284297,0.7285298648693386
P09936,Q15796,1,31.698612,2.28,0.8885170221328735,0.5178764462471008,0.7715793251991272,0.5585774214699026,0.5099693536758423,0.6407180833808224,0.7761750324646379,0.38538638817714094
P09936,P84022,1,31.698612,2.28,0.9071609377861024,0.6856399774551392,0.793982982635498,0.5423449324837322,0.5100681185722351,0.6569691240458176,0.6479329722948535,0.6161375116132191
Q9Y6I4,P30304,1,2.4288,1.32,0.9310367107391356,0.8292151093482971,0.6763038635253906,0.5526870800070832,0.5224709510803223,0.5802168601264707,0.5319610968866416,0.5762205348487803
Q9NQC7,P59044,1,8.5172,4.28,0.9081960320472716,0.6495165824890137,0.4890156686306,0.4988337778835274,0.5085307955741882,0.4780862014097499,0.5451176593570601,0.235193204737101
Q93009,Q15910,1,51.870456,2.28,0.9074500203132628,0.2402507364749908,0.5253140330314636,0.5547761228646869,0.4624487161636352,0.5075506191249968,0.3793223968752102,0.3921395411144921
Q9HBJ7,Q8N884,1,2.6268,1.32,0.8388943672180176,0.0245653614401817,0.4403921067714691,0.4254754974764257,0.5007588863372803,0.2274376315987078,0.4758521973763031,0.0008772108709131017
Q86T82,Q99814,1,12.082176,6.566399999999999,0.8773440718650818,0.6333404183387756,0.7317371368408203,0.5303235061555219,0.5092316269874573,0.4178042045102995,0.4512016790530767,0.28409639195534897
Q96BN8,O75143,1,1.48,1.0,0.9505757689476012,0.940567135810852,0.5735671520233154,0.5355976944958836,0.5146982669830322,0.6302420702703174,0.6098891969043653,0.8555680458414046
Q13107,Q15672,1,280.99723392,26.5824,0.9249410033226012,0.7446982860565186,0.5651578903198242,0.4022740637492686,0.4552893936634063,0.5281089676600428,0.1485220043649045,0.7277191857648855
Q5T2D3,P04637,1,97.6482,16.692,0.9960733652114868,0.9578262567520142,0.9535043239593506,0.8882002746311938,0.523906946182251,0.7364550240833031,0.7953249382595123,0.977123503295594
Q9UHP3,P46531,1,24.63456,3.35,0.9400706887245178,0.99880051612854,0.4559633731842041,0.6182681345028623,0.5065020322799683,0.4585427400100559,0.696953287360618,0.9964614419244991
